code;name
56.30Z;Débits de boissons
SECTION J;INFORMATION ET COMMUNICATION
58;Édition
58.1;Édition de livres et périodiques et autres activités d'édition
58.11;Édition de livres
58.11Z;Édition de livres
58.12;Édition de répertoires et de fichiers d'adresses
58.12Z;Édition de répertoires et de fichiers d'adresses
58.13;Édition de journaux
58.13Z;Édition de journaux
58.14;Édition de revues et périodiques
58.14Z;Édition de revues et périodiques
58.19;Autres activités d'édition
58.19Z;Autres activités d'édition
58.2;Édition de logiciels
58.21;Édition de jeux électroniques
58.21Z;Édition de jeux électroniques
58.29;Édition d'autres logiciels
58.29A;Édition de logiciels système et de réseau
58.29B;Edition de logiciels outils de développement et de langages
58.29C;Edition de logiciels applicatifs
59;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale"
59.1;Activités cinématographiques, vidéo et de télévision
59.11;Production de films cinématographiques, de vidéo et de programmes de télévision
59.11A;Production de films et de programmes pour la télévision
59.11B;Production de films institutionnels et publicitaires
59.11C;Production de films pour le cinéma
59.12;Post-production de films cinématographiques, de vidéo et de programmes de télévision
59.12Z;Post-production de films cinématographiques, de vidéo et de programmes de télévision
59.13;Distribution de films cinématographiques, de vidéo et de programmes de télévision
59.13A;Distribution de films cinématographiques
59.13B;Edition et distribution vidéo
59.14;Projection de films cinématographiques
59.14Z;Projection de films cinématographiques
59.2;Enregistrement sonore et édition musicale
59.2;Enregistrement sonore et édition musicale
59.20Z;Enregistrement sonore et édition musicale
60;Programmation et diffusion
60.1;Édition et diffusion de programmes radio
60.1;Édition et diffusion de programmes radio
60.10Z;Édition et diffusion de programmes radio
60.2;Programmation de télévision et télédiffusion
60.2;Programmation de télévision et télédiffusion
60.20A;Edition de chaînes généralistes
60.20B;Edition de chaînes thématiques
61;Télécommunications
61.1;Télécommunications filaires
61.1;Télécommunications filaires
61.10Z;Télécommunications filaires
61.2;Télécommunications sans fil
61.2;Télécommunications sans fil
61.20Z;Télécommunications sans fil
61.3;Télécommunications par satellite
61.3;Télécommunications par satellite
61.30Z;Télécommunications par satellite
61.9;Autres activités de télécommunication
61.9;Autres activités de télécommunication
61.90Z;Autres activités de télécommunication
62;Programmation, conseil et autres activités informatiques
62;Programmation, conseil et autres activités informatiques
62.01;Programmation informatique
62.01Z;Programmation informatique
62.02;Conseil informatique
62.02A;Conseil en systèmes et logiciels informatiques
62.02B;Tierce maintenance de systèmes et d’applications informatiques
62.03;Gestion d'installations informatiques
62.03Z;Gestion d'installations informatiques
62.09;Autres activités informatiques
62.09Z;Autres activités informatiques
63;Services d'information
63.1;"Traitement de données, hébergement et activités connexes ; portails Internet"
63.11;Traitement de données, hébergement et activités connexes
63.11Z;Traitement de données, hébergement et activités connexes
63.12;Portails Internet
63.12Z;Portails Internet
63.9;Autres services d'information
63.91;Activités des agences de presse
63.91Z;Activités des agences de presse
63.99;Autres services d'information n.c.a.
63.99Z;Autres services d'information n.c.a.
SECTION K;ACTIVITÉS FINANCIÈRES ET D'ASSURANCE
64;Activités des services financiers, hors assurance et caisses de retraite
64.1;Intermédiation monétaire
64.11;Activités de banque centrale
64.11Z;Activités de banque centrale
64.19;Autres intermédiations monétaires
64.19Z;Autres intermédiations monétaires
64.2;Activités des sociétés holding
64.2;Activités des sociétés holding
64.20Z;Activités des sociétés holding
64.3;Fonds de placement et entités financières similaires
64.3;Fonds de placement et entités financières similaires
64.30Z;Fonds de placement et entités financières similaires
64.9;Autres activités des services financiers, hors assurance et caisses de retraite
64.91;Crédit-bail
64.91Z;Crédit-bail
64.92;Autre distribution de crédit
64.92Z;Autre distribution de crédit
64.99;Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.
64.99Z;Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.
65;Assurance
65.1;Assurance
65.11;Assurance vie
65.11Z;Assurance vie
65.12;Autres assurances
65.12Z;Autres assurances
65.2;Réassurance
65.2;Réassurance
65.20Z;Réassurance
65.3;Caisses de retraite
65.3;Caisses de retraite
65.30Z;Caisses de retraite
66;Activités auxiliaires de services financiers et d'assurance
66.1;Activités auxiliaires de services financiers, hors assurance et caisses de retraite
66.11;Administration de marchés financiers
66.11Z;Administration de marchés financiers
66.12;Courtage de valeurs mobilières et de marchandises
66.12Z;Courtage de valeurs mobilières et de marchandises
66.19;Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite
66.19A;Supports juridiques de gestion de patrimoine mobilier
66.19B;Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.
66.2;Activités auxiliaires d'assurance et de caisses de retraite
66.21;Évaluation des risques et dommages
66.21Z;Évaluation des risques et dommages
66.22;Activités des agents et courtiers d'assurances
66.22Z;Activités des agents et courtiers d'assurances
66.29;Autres activités auxiliaires d'assurance et de caisses de retraite
66.29Z;Autres activités auxiliaires d'assurance et de caisses de retraite
66.3;Gestion de fonds
66.3;Gestion de fonds
66.30Z;Gestion de fonds
SECTION L;ACTIVITÉS IMMOBILIÈRES
68;Activités immobilières
68.1;Activités des marchands de biens immobiliers
68.1;Activités des marchands de biens immobiliers
68.10Z;Activités des marchands de biens immobiliers
68.2;Location et exploitation de biens immobiliers propres ou loués
68.2;Location et exploitation de biens immobiliers propres ou loués
68.20A;Location de logements
68.20B;Location de terrains et d'autres biens immobiliers
68.3;Activités immobilières pour compte de tiers
68.31;Agences immobilières
68.31Z;Agences immobilières
68.32;Administration de biens immobiliers
68.32A;Administration d'immeubles et autres biens immobiliers
68.32B;Supports juridiques de gestion de patrimoine immobilier
SECTION M;ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES
69;Activités juridiques et comptables
69.1;Activités juridiques
69.1;Activités juridiques
69.10Z;Activités juridiques
69.2;Activités comptables
69.2;Activités comptables
69.20Z;Activités comptables
70;"Activités des sièges sociaux ; conseil de gestion"
70.1;Activités des sièges sociaux
70.1;Activités des sièges sociaux
70.10Z;Activités des sièges sociaux
70.2;Conseil de gestion
70.21;Conseil en relations publiques et communication
70.21Z;Conseil en relations publiques et communication
70.22;Conseil pour les affaires et autres conseils de gestion
70.22Z;Conseil pour les affaires et autres conseils de gestion
71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques"
71.1;Activités d'architecture et d'ingénierie
71.11;Activités d'architecture
71.11Z;Activités d'architecture
71.12;Activités d'ingénierie
71.12A;Activité des géomètres
71.12B;Ingénierie, études techniques
71.2;Activités de contrôle et analyses techniques
71.2;Activités de contrôle et analyses techniques
71.20A;Contrôle technique automobile
71.20B;Analyses, essais et inspections techniques
72;Recherche-développement scientifique
72.1;Recherche-développement en sciences physiques et naturelles
72.11;Recherche-développement en biotechnologie
72.11Z;Recherche-développement en biotechnologie
72.19;Recherche-développement en autres sciences physiques et naturelles
72.19Z;Recherche-développement en autres sciences physiques et naturelles
72.2;Recherche-développement en sciences humaines et sociales
72.2;Recherche-développement en sciences humaines et sociales
72.20Z;Recherche-développement en sciences humaines et sociales
73;Publicité et études de marché
73.1;Publicité
73.11;Activités des agences de publicité
73.11Z;Activités des agences de publicité
73.12;Régie publicitaire de médias
73.12Z;Régie publicitaire de médias
73.2;Études de marché et sondages
73.2;Études de marché et sondages
73.20Z;Études de marché et sondages
74;Autres activités spécialisées, scientifiques et techniques
74.1;Activités spécialisées de design
74.1;Activités spécialisées de design
74.10Z;Activités spécialisées de design
74.2;Activités photographiques
74.2;Activités photographiques
74.20Z;Activités photographiques
74.3;Traduction et interprétation
74.3;Traduction et interprétation
74.30Z;Traduction et interprétation
74.9;Autres activités spécialisées, scientifiques et techniques n.c.a.
74.9;Autres activités spécialisées, scientifiques et techniques n.c.a.
74.90A;Activité des économistes de la construction
74.90B;Activités spécialisées, scientifiques et techniques diverses
75;Activités vétérinaires
75;Activités vétérinaires
75;Activités vétérinaires
75.00Z;Activités vétérinaires
SECTION N;ACTIVITÉS DE SERVICES ADMINISTRATIFS ET DE SOUTIEN
77;Activités de location et location-bail
77.1;Location et location-bail de véhicules automobiles
77.11;Location et location-bail de voitures et de véhicules automobiles légers
77.11A;Location de courte durée de voitures et de véhicules automobiles légers
77.11B;Location de longue durée de voitures et de véhicules automobiles légers
77.12;Location et location-bail de camions
77.12Z;Location et location-bail de camions
77.2;Location et location-bail de biens personnels et domestiques
77.21;Location et location-bail d'articles de loisirs et de sport
77.21Z;Location et location-bail d'articles de loisirs et de sport
77.22;Location de vidéocassettes et disques vidéo
77.22Z;Location de vidéocassettes et disques vidéo
77.29;Location et location-bail d'autres biens personnels et domestiques
77.29Z;Location et location-bail d'autres biens personnels et domestiques
77.3;Location et location-bail d'autres machines, équipements et biens
77.31;Location et location-bail de machines et équipements agricoles
77.31Z;Location et location-bail de machines et équipements agricoles
77.32;Location et location-bail de machines et équipements pour la construction
77.32Z;Location et location-bail de machines et équipements pour la construction
77.33;Location et location-bail de machines de bureau et de matériel informatique
77.33Z;Location et location-bail de machines de bureau et de matériel informatique
77.34;Location et location-bail de matériels de transport par eau
77.34Z;Location et location-bail de matériels de transport par eau
77.35;Location et location-bail de matériels de transport aérien
77.35Z;Location et location-bail de matériels de transport aérien
77.39;Location et location-bail d'autres machines, équipements et biens matériels n.c.a.
77.39Z;Location et location-bail d'autres machines, équipements et biens matériels n.c.a.
77.4;Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright
77.4;Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright
77.40Z;Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright
78;Activités liées à l'emploi
78.1;Activités des agences de placement de main-d'œuvre
78.1;Activités des agences de placement de main-d'œuvre
78.10Z;Activités des agences de placement de main-d'œuvre
78.2;Activités des agences de travail temporaire
78.2;Activités des agences de travail temporaire
78.20Z;Activités des agences de travail temporaire
78.3;Autre mise à disposition de ressources humaines
78.3;Autre mise à disposition de ressources humaines
78.30Z;Autre mise à disposition de ressources humaines
79;Activités des agences de voyage, voyagistes, services de réservation et activités connexes
79.1;Activités des agences de voyage et voyagistes
79.11;Activités des agences de voyage
79.11Z;Activités des agences de voyage
79.12;Activités des voyagistes
79.12Z;Activités des voyagistes
79.9;Autres services de réservation et activités connexes
79.9;Autres services de réservation et activités connexes
79.90Z;Autres services de réservation et activités connexes
80;Enquêtes et sécurité
80.1;Activités de sécurité privée
80.1;Activités de sécurité privée
80.10Z;Activités de sécurité privée
80.2;Activités liées aux systèmes de sécurité
80.2;Activités liées aux systèmes de sécurité
80.20Z;Activités liées aux systèmes de sécurité
80.3;Activités d'enquête
80.3;Activités d'enquête
80.30Z;Activités d'enquête
81;Services relatifs aux bâtiments et aménagement paysager
81.1;Activités combinées de soutien lié aux bâtiments
81.1;Activités combinées de soutien lié aux bâtiments
81.10Z;Activités combinées de soutien lié aux bâtiments
81.2;Activités de nettoyage
81.21;Nettoyage courant des bâtiments
81.21Z;Nettoyage courant des bâtiments
81.22;Autres activités de nettoyage des bâtiments et nettoyage industriel
81.22Z;Autres activités de nettoyage des bâtiments et nettoyage industriel
81.29;Autres activités de nettoyage
81.29A;Désinfection, désinsectisation, dératisation
81.29B;Autres activités de nettoyage n.c.a.
81.3;Services d'aménagement paysager
81.3;Services d'aménagement paysager
81.30Z;Services d'aménagement paysager
82;Activités administratives et autres activités de soutien aux entreprises
82.1;Activités administratives
82.11;Services administratifs combinés de bureau
82.11Z;Services administratifs combinés de bureau
82.19;Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau
82.19Z;Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau
82.2;Activités de centres d'appels
82.2;Activités de centres d'appels
82.20Z;Activités de centres d'appels
82.3;Organisation de salons professionnels et congrès
82.3;Organisation de salons professionnels et congrès
82.30Z;Organisation de foires, salons professionnels et congrès
82.9;Activités de soutien aux entreprises n.c.a.
82.91;Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle
82.91Z;Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle
82.92;Activités de conditionnement
82.92Z;Activités de conditionnement
82.99;Autres activités de soutien aux entreprises n.c.a.
82.99Z;Autres activités de soutien aux entreprises n.c.a.
SECTION O;ADMINISTRATION PUBLIQUE
84;"Administration publique et défense ; sécurité sociale obligatoire"
84.1;Administration générale, économique et sociale
84.11;Administration publique générale
84.11Z;Administration publique générale
84.12;Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale
84.12Z;Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale
84.13;Administration publique (tutelle) des activités économiques
84.13Z;Administration publique (tutelle) des activités économiques
84.2;Services de prérogative publique
84.21;Affaires étrangères
84.21Z;Affaires étrangères
84.22;Défense
84.22Z;Défense
84.23;Justice
84.23Z;Justice
84.24;Activités d’ordre public et de sécurité
84.24Z;Activités d’ordre public et de sécurité
84.25;Services du feu et de secours
84.25Z;Services du feu et de secours
84.3;Sécurité sociale obligatoire
84.3;Sécurité sociale obligatoire
84.30A;Activités générales de sécurité sociale
84.30B;Gestion des retraites complémentaires
84.30C;Distribution sociale de revenus
SECTION P;ENSEIGNEMENT
85;Enseignement
85.1;Enseignement pré-primaire
85.1;Enseignement pré-primaire
85.10Z;Enseignement pré-primaire
85.2;Enseignement primaire
85.2;Enseignement primaire
85.20Z;Enseignement primaire
85.3;Enseignement secondaire
85.31;Enseignement secondaire général
85.31Z;Enseignement secondaire général
85.32;Enseignement secondaire technique ou professionnel
85.32Z;Enseignement secondaire technique ou professionnel
85.4;Enseignement supérieur et post-secondaire non supérieur
85.41;Enseignement post-secondaire non supérieur
85.41Z;Enseignement post-secondaire non supérieur
85.42;Enseignement supérieur
85.42Z;Enseignement supérieur
85.5;Autres activités d'enseignement
85.51;Enseignement de disciplines sportives et d'activités de loisirs
85.51Z;Enseignement de disciplines sportives et d'activités de loisirs
85.52;Enseignement culturel
85.52Z;Enseignement culturel
85.53;Enseignement de la conduite
85.53Z;Enseignement de la conduite
85.59;Enseignements divers
85.59A;Formation continue d'adultes
85.59B;Autres enseignements
85.6;Activités de soutien à l'enseignement
85.6;Activités de soutien à l'enseignement
85.60Z;Activités de soutien à l'enseignement
SECTION Q;SANTÉ HUMAINE ET ACTION SOCIALE
86;Activités pour la santé humaine
86.1;Activités hospitalières
86.1;Activités hospitalières
86.10Z;Activités hospitalières
86.2;Activité des médecins et des dentistes
86.21;Activité des médecins généralistes
86.21Z;Activité des médecins généralistes
86.22;Activité des médecins spécialistes
86.22A;Activités de radiodiagnostic et de radiothérapie
86.22B;Activités chirurgicales
86.22C;Autres activités des médecins spécialistes
86.23;Pratique dentaire
86.23Z;Pratique dentaire
86.9;Autres activités pour la santé humaine
86.9;Autres activités pour la santé humaine
86.90A;Ambulances
86.90B;Laboratoires d'analyses médicales
86.90C;Centres de collecte et banques d'organes
86.90D;Activités des infirmiers et des sages-femmes
86.90E;Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues
86.90F;Activités de santé humaine non classées ailleurs
87;Hébergement médico-social et social
87.1;Hébergement médicalisé
87.1;Hébergement médicalisé
87.10A;Hébergement médicalisé pour personnes âgées
87.10B;Hébergement médicalisé pour enfants handicapés
87.10C;"Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé
"
87.2;Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes
87.2;Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes
87.20A;Hébergement social pour handicapés mentaux et malades mentaux
87.20B;Hébergement social pour toxicomanes
87.3;Hébergement social pour personnes âgées ou handicapées physiques
87.3;Hébergement social pour personnes âgées ou handicapées physiques
87.30A;Hébergement social pour personnes âgées
87.30B;Hébergement social pour handicapés  physiques
87.9;Autres activités d’hébergement social
87.9;Autres activités d’hébergement social
87.90A;Hébergement social pour enfants en difficultés
87.90B;Hébergement social pour adultes et familles en difficultés et autre hébergement social
88;Action sociale sans hébergement
88.1;Action sociale sans hébergement pour personnes âgées et pour personnes handicapées
88.1;Action sociale sans hébergement pour personnes âgées et pour personnes handicapées
88.10A;Aide à domicile
88.10B;Accueil ou accompagnement sans hébergement d’adultes handicapés ou de  personnes âgées
88.10C;Aide par le travail
88.9;Autre action sociale sans hébergement
88.91;Action sociale sans hébergement pour jeunes enfants
88.91A;Accueil de jeunes enfants
88.91B;Accueil ou accompagnement sans hébergement d’enfants handicapés
88.99;Autre action sociale sans hébergement n.c.a.
88.99A;"Autre accueil ou accompagnement sans hébergement d’enfants
 et d’adolescents
"
88.99B;Action sociale sans hébergement n.c.a.
SECTION R;ARTS, SPECTACLES ET ACTIVITÉS RÉCRÉATIVES
90;Activités créatives, artistiques et de spectacle
90;Activités créatives, artistiques et de spectacle
90.01;Arts du spectacle vivant
90.01Z;Arts du spectacle vivant
90.02;Activités de soutien au spectacle vivant
90.02Z;Activités de soutien au spectacle vivant
90.03;Création artistique
90.03A;Création artistique relevant des arts plastiques
90.03B;Autre création artistique
90.04;Gestion de salles de spectacles
90.04Z;Gestion de salles de spectacles
91;Bibliothèques, archives, musées et autres activités culturelles
91;Bibliothèques, archives, musées et autres activités culturelles
91.01;Gestion des bibliothèques et des archives
91.01Z;Gestion des bibliothèques et des archives
91.02;Gestion des musées
91.02Z;Gestion des musées
91.03;Gestion des sites et monuments historiques et des attractions touristiques similaires
91.03Z;Gestion des sites et monuments historiques et des attractions touristiques similaires
91.04;Gestion des jardins botaniques et zoologiques et des réserves naturelles
91.04Z;Gestion des jardins botaniques et zoologiques et des réserves naturelles
92;Organisation de jeux de hasard et d'argent
92;Organisation de jeux de hasard et d'argent
92;Organisation de jeux de hasard et d'argent
92.00Z;Organisation de jeux de hasard et d'argent
93;Activités sportives, récréatives et de loisirs
93.1;Activités liées au sport
93.11;Gestion d'installations sportives
93.11Z;Gestion d'installations sportives
93.12;Activités de clubs de sports
93.12Z;Activités de clubs de sports
93.13;Activités des centres de culture physique
93.13Z;Activités des centres de culture physique
93.19;Autres activités liées au sport
93.19Z;Autres activités liées au sport
93.2;Activités récréatives et de loisirs
93.21;Activités des parcs d'attractions et parcs à thèmes
93.21Z;Activités des parcs d'attractions et parcs à thèmes
93.29;Autres activités récréatives et de loisirs
93.29Z;Autres activités récréatives et de loisirs
SECTION S;AUTRES ACTIVITÉS DE SERVICES
94;Activités des organisations associatives
94.1;Activités des organisations économiques, patronales et professionnelles
94.11;Activités des organisations patronales et consulaires
94.11Z;Activités des organisations patronales et consulaires
94.12;Activités des organisations professionnelles
94.12Z;Activités des organisations professionnelles
94.2;Activités des syndicats de salariés
94.2;Activités des syndicats de salariés
94.20Z;Activités des syndicats de salariés
94.9;Activités des autres organisations associatives
94.91;Activités des organisations religieuses
94.91Z;Activités des organisations religieuses
94.92;Activités des organisations politiques
94.92Z;Activités des organisations politiques
94.99;Activités des organisations associatives n.c.a.
94.99Z;Autres organisations fonctionnant par adhésion volontaire
95;Réparation d'ordinateurs et de biens personnels et domestiques
95.1;Réparation d'ordinateurs et d'équipements de communication
95.11;Réparation d'ordinateurs et d'équipements périphériques
95.11Z;Réparation d'ordinateurs et d'équipements périphériques
95.12;Réparation d'équipements de communication
95.12Z;Réparation d'équipements de communication
95.2;Réparation de biens personnels et domestiques
95.21;Réparation de produits électroniques grand public
95.21Z;Réparation de produits électroniques grand public
95.22;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin
95.22Z;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin
95.23;Réparation de chaussures et d'articles en cuir
95.23Z;Réparation de chaussures et d'articles en cuir
95.24;Réparation de meubles et d'équipements du foyer
95.24Z;Réparation de meubles et d'équipements du foyer
95.25;Réparation d'articles d'horlogerie et de bijouterie
95.25Z;Réparation d'articles d'horlogerie et de bijouterie
95.29;Réparation d'autres biens personnels et domestiques
95.29Z;Réparation d'autres biens personnels et domestiques
96;Autres services personnels
96;Autres services personnels
96.01;Blanchisserie-teinturerie
96.01A;Blanchisserie-teinturerie de gros
96.01B;Blanchisserie-teinturerie de détail
96.02;Coiffure et soins de beauté
96.02A;Coiffure
96.02B;Soins de beauté
96.03;Services funéraires
96.03Z;Services funéraires
96.04;Entretien corporel
96.04Z;Entretien corporel
96.09;Autres services personnels n.c.a.
96.09Z;Autres services personnels n.c.a.
SECTION T;"ACTIVITÉS DES MÉNAGES EN TANT QU'EMPLOYEURS ; ACTIVITÉS INDIFFÉRENCIÉES DES MÉNAGES EN TANT QUE PRODUCTEURS DE BIENS ET SERVICES POUR USAGE PROPRE"
97;Activités des ménages en tant qu'employeurs de personnel domestique
97;Activités des ménages en tant qu'employeurs de personnel domestique
97;Activités des ménages en tant qu'employeurs de personnel domestique
97.00Z;Activités des ménages en tant qu'employeurs de personnel domestique
98;Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre
98.1;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre
98.1;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre
98.10Z;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre
98.2;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre
98.2;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre
98.20Z;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre
SECTION U;ACTIVITÉS EXTRA-TERRITORIALES
99;Activités des organisations et organismes extraterritoriaux
99;Activités des organisations et organismes extraterritoriaux
99;Activités des organisations et organismes extraterritoriaux
99.00Z;Activités des organisations et organismes extraterritoriaux
